HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2455950.93973,2012-01-24.4367471,ba,2.11,99.990,99.990,99.990,99.990,99.990,V
2455966.90574,2012-02-09.4026062,ba,2.14,15.884,13.487,0.024,15.452,0.345,V
2455966.90759,2012-02-09.4044508,ba,2.12,99.990,99.990,99.990,99.990,99.990,V
2455970.92286,2012-02-13.4197145,ba,2.10,16.508,13.485,0.013,15.474,0.196,V
2455970.92502,2012-02-13.4218726,ba,2.09,16.459,13.468,0.014,15.727,0.206,V
2455979.86800,2012-02-22.3649138,ba,2.40,16.312,13.487,0.017,15.449,0.246,V
2455979.87010,2012-02-22.3670106,ba,2.40,16.277,13.480,0.018,15.551,0.248,V
2455988.84128,2012-03-02.3383148,ba,2.18,16.136,13.514,0.021,15.080,0.283,V
2455988.84329,2012-03-02.3403342,ba,2.18,16.161,13.528,0.020,14.877,0.272,V
2455999.80611,2012-03-13.3034061,ba,2.06,16.220,13.484,0.019,15.504,0.266,V
2455999.80822,2012-03-13.3055182,ba,2.06,16.324,13.466,0.017,15.764,0.246,V
2456009.79314,2012-03-23.2907545,bb,2.06,14.217,12.980,0.072,24.637,1.623,V
2456009.79314,2012-03-23.2907531,ba,1.68,14.447,13.543,0.096,14.679,1.284,V
2456009.79489,2012-03-23.2925048,bb,2.04,14.517,13.247,0.070,19.280,1.231,V
2456009.79495,2012-03-23.2925651,ba,1.70,14.825,13.555,0.069,14.515,0.915,V
2456013.80646,2012-03-27.3042221,ba,2.36,16.187,13.497,0.020,15.315,0.282,V
2456013.80646,2012-03-27.3042230,bb,1.68,16.160,13.463,0.021,15.803,0.305,V
2456013.80869,2012-03-27.3064476,ba,2.36,16.290,13.451,0.018,15.975,0.263,V
2456013.80872,2012-03-27.3064862,bb,1.66,16.149,13.441,0.021,16.116,0.311,V
2456018.77356,2012-04-01.2715141,ba,2.04,15.864,13.552,0.027,14.560,0.358,V
2456018.77356,2012-04-01.2715144,bb,2.07,15.800,13.420,0.026,16.433,0.402,V
2456018.77554,2012-04-01.2735006,bb,2.06,15.952,13.482,0.025,15.517,0.347,V
2456018.77554,2012-04-01.2734998,ba,2.05,15.868,13.536,0.027,14.774,0.355,V
2456028.73251,2012-04-11.2309143,ba,2.12,15.991,13.518,0.023,15.027,0.328,V
2456028.73454,2012-04-11.2329440,ba,2.09,16.225,13.560,0.021,14.454,0.273,V
2457420.65312,2016-02-02.1500246,be,1.46,16.110,13.436,0.019,16.202,0.278,V
2457420.65440,2016-02-02.1513016,be,1.46,16.149,13.471,0.018,15.684,0.269,V
2457420.65569,2016-02-02.1525914,be,1.46,16.158,13.471,0.018,15.674,0.267,V
2457423.73789,2016-02-05.2347686,be,1.61,15.927,13.495,0.023,15.340,0.329,V
2457423.73884,2016-02-05.2357212,be,1.57,15.859,13.471,0.024,15.695,0.349,V
2457423.73981,2016-02-05.2366862,be,1.56,15.912,13.469,0.023,15.720,0.333,V
2457427.74564,2016-02-09.2424986,be,1.50,16.111,13.487,0.019,15.457,0.278,V
2457427.74692,2016-02-09.2437841,be,1.53,16.162,13.486,0.019,15.475,0.266,V
2457427.74820,2016-02-09.2450618,be,1.49,16.167,13.498,0.019,15.293,0.264,V
2457429.64255,2016-02-11.1394039,be,1.65,16.161,13.480,0.018,15.563,0.267,V
2457429.64382,2016-02-11.1406873,be,1.60,16.158,13.482,0.019,15.524,0.266,V
2457429.64512,2016-02-11.1419774,be,1.57,16.160,13.448,0.018,16.021,0.265,V
2457436.70553,2016-02-18.2024037,be,1.68,15.978,13.511,0.023,15.118,0.314,V
2457436.70681,2016-02-18.2036913,be,1.62,15.995,13.467,0.021,15.736,0.309,V
2457436.70809,2016-02-18.2049667,be,1.64,15.975,13.512,0.023,15.113,0.314,V
2457439.80236,2016-02-21.2992631,be,1.53,15.574,13.513,0.033,15.093,0.454,V
2457439.80364,2016-02-21.3005439,be,1.60,15.650,13.526,0.031,14.915,0.424,V
2457439.80492,2016-02-21.3018210,be,1.53,15.649,13.480,0.030,15.561,0.425,V
2457442.66324,2016-02-24.1601706,be,1.46,15.762,13.506,0.027,15.189,0.382,V
2457442.66453,2016-02-24.1614601,be,1.45,15.851,13.497,0.025,15.313,0.352,V
2457442.66581,2016-02-24.1627372,be,1.49,15.773,13.519,0.027,14.999,0.379,V
2457445.78969,2016-02-27.2866668,be,1.43,16.032,13.538,0.022,14.746,0.299,V
2457445.79098,2016-02-27.2879548,be,1.48,15.875,13.476,0.024,15.625,0.345,V
2457445.79227,2016-02-27.2892427,be,1.43,15.845,13.485,0.025,15.483,0.354,V
2457447.78815,2016-02-29.2851586,be,1.46,15.982,13.505,0.022,15.208,0.313,V
2457447.78945,2016-02-29.2864518,be,1.47,15.934,13.471,0.023,15.694,0.326,V
2457447.79073,2016-02-29.2877379,be,1.49,15.991,13.488,0.022,15.445,0.310,V
2457448.74947,2016-03-01.2464864,be,1.54,16.088,13.491,0.020,15.397,0.283,V
2457448.75075,2016-03-01.2477732,be,1.50,16.074,13.473,0.020,15.655,0.288,V
2457448.75203,2016-03-01.2490494,be,1.52,16.131,13.508,0.019,15.152,0.274,V
2457449.71892,2016-03-02.2159606,be,1.51,16.111,13.498,0.020,15.302,0.278,V
2457449.72023,2016-03-02.2172670,be,1.49,16.105,13.482,0.019,15.531,0.279,V
2457449.72152,2016-03-02.2185562,be,1.47,16.070,13.486,0.020,15.471,0.288,V
2457452.76183,2016-03-05.2589295,be,1.69,15.865,13.500,0.025,15.272,0.348,V
2457452.76310,2016-03-05.2602013,be,1.77,15.870,13.467,0.024,15.744,0.346,V
2457452.76439,2016-03-05.2614918,be,1.81,15.927,13.497,0.023,15.310,0.329,V
2457457.58600,2016-03-10.0832032,be,1.57,16.184,13.462,0.018,15.826,0.260,V
2457457.58728,2016-03-10.0844906,be,1.57,16.174,13.504,0.019,15.218,0.263,V
2457457.58857,2016-03-10.0857795,be,1.57,16.183,13.472,0.018,15.668,0.262,V
2457461.71854,2016-03-14.2158586,be,1.53,16.106,13.522,0.020,14.970,0.279,V
2457461.71985,2016-03-14.2171668,be,1.50,16.112,13.472,0.019,15.667,0.277,V
2457461.72113,2016-03-14.2184546,be,1.51,16.107,13.461,0.019,15.831,0.279,V
2457463.61708,2016-03-16.1144519,be,1.77,16.095,13.474,0.020,15.642,0.282,V
2457463.61837,2016-03-16.11575,be,1.68,16.125,13.504,0.020,15.217,0.274,V
2457463.61966,2016-03-16.1170353,be,1.74,15.988,13.511,0.022,15.121,0.311,V
2457464.63659,2016-03-17.1339953,be,1.61,15.655,13.525,0.031,14.930,0.422,V
2457464.63787,2016-03-17.1352828,be,1.59,15.669,13.496,0.030,15.325,0.417,V
2457464.63917,2016-03-17.1365810,be,1.60,15.824,13.521,0.026,14.982,0.361,V
2457466.73450,2016-03-19.2319766,be,1.69,15.555,13.488,0.033,15.440,0.462,V
2457466.73544,2016-03-19.2329159,be,1.80,15.519,13.502,0.034,15.248,0.477,V
2457466.73638,2016-03-19.2338564,be,1.77,15.554,13.486,0.033,15.460,0.462,V
2457469.71929,2016-03-22.2168625,be,1.55,15.662,13.484,0.029,15.502,0.420,V
2457469.72057,2016-03-22.2181453,be,1.48,15.709,13.499,0.029,15.286,0.401,V
2457469.72186,2016-03-22.2194358,be,1.56,15.552,13.522,0.034,14.965,0.463,V
2457471.53879,2016-03-24.0364349,be,1.53,15.780,13.462,0.026,15.821,0.376,V
2457471.54009,2016-03-24.0377295,be,1.52,15.900,13.528,0.025,14.895,0.338,V
2457471.54139,2016-03-24.0390295,be,1.56,15.860,13.492,0.025,15.375,0.350,V
2457477.70437,2016-03-30.2022394,be,1.46,15.962,13.532,0.023,14.834,0.318,V
2457477.70568,2016-03-30.2035476,be,1.49,15.976,13.505,0.022,15.205,0.315,V
2457477.70696,2016-03-30.2048296,be,1.51,15.923,13.498,0.023,15.303,0.330,V
2457478.66570,2016-03-31.1636084,be,1.44,16.062,13.458,0.020,15.877,0.291,V
2457478.66699,2016-03-31.1648996,be,1.48,16.053,13.471,0.020,15.683,0.293,V
2457478.66827,2016-03-31.1661844,be,1.49,16.018,13.474,0.021,15.645,0.303,V
2457479.61077,2016-04-01.1087197,be,1.53,16.120,13.487,0.019,15.457,0.275,V
2457479.61206,2016-04-01.1100111,be,1.61,16.122,13.499,0.019,15.278,0.276,V
2457479.61336,2016-04-01.1113093,be,1.54,16.089,13.461,0.019,15.828,0.283,V
2457486.67868,2016-04-08.1769361,be,1.45,16.063,13.492,0.020,15.385,0.291,V
2457486.67997,2016-04-08.1782280,be,1.46,16.072,13.492,0.020,15.378,0.288,V
2457486.68127,2016-04-08.1795268,be,1.51,16.021,13.489,0.021,15.431,0.303,V
2457522.58124,2016-05-14.0813403,be,1.42,99.990,99.990,99.990,99.990,99.990,V
2457522.58253,2016-05-14.0826387,be,1.57,99.990,99.990,99.990,99.990,99.990,V
2457522.58391,2016-05-14.0840138,be,1.63,99.990,99.990,99.990,99.990,99.990,V
2457526.55447,2016-05-18.0547896,be,1.55,15.773,13.476,0.026,15.618,0.378,V
2457526.55577,2016-05-18.0560905,be,1.49,15.866,13.442,0.023,16.108,0.348,V
2457526.55706,2016-05-18.0573755,be,1.54,15.963,13.455,0.022,15.921,0.320,V
2457536.51354,2016-05-28.0143950,be,1.55,16.066,13.482,0.020,15.527,0.291,V
2457536.51483,2016-05-28.0156849,be,1.45,15.965,13.510,0.023,15.136,0.318,V
2457536.51613,2016-05-28.0169834,be,1.50,15.803,13.496,0.026,15.332,0.371,V
2457550.49271,2016-06-10.9942658,be,2.13,16.090,13.504,0.020,15.219,0.283,V
2457550.49407,2016-06-10.9956207,be,2.15,15.938,13.422,0.021,16.403,0.326,V
2457550.49537,2016-06-10.9969224,be,2.19,16.038,13.477,0.021,15.593,0.297,V
2457557.45270,2016-06-17.9545756,be,1.54,15.743,13.483,0.027,15.512,0.389,V
2457557.45399,2016-06-17.9558641,be,1.49,15.833,13.491,0.025,15.395,0.358,V
2457557.45528,2016-06-17.9571528,be,1.48,15.789,13.470,0.026,15.694,0.373,V
2457564.44571,2016-06-24.9478796,be,1.67,15.646,13.484,0.030,15.498,0.425,V
2457564.44699,2016-06-24.9491531,be,1.63,15.549,13.545,0.035,14.661,0.464,V
2457564.44828,2016-06-24.9504457,be,1.71,15.303,13.568,0.044,14.339,0.582,V
2457632.91910,2016-09-01.4221672,be,1.62,15.471,13.433,0.034,16.233,0.499,V
2457633.91522,2016-09-02.4182773,be,2.08,15.776,13.561,0.028,14.448,0.377,V
2457633.91650,2016-09-02.4195523,be,2.11,15.728,13.494,0.028,15.357,0.393,V
2457633.91779,2016-09-02.4208401,be,2.10,15.592,13.466,0.031,15.756,0.446,V
2457636.90863,2016-09-05.4116282,be,1.54,16.009,13.487,0.021,15.447,0.305,V
2457636.90992,2016-09-05.4129140,be,1.61,15.927,13.499,0.023,15.285,0.328,V
2457636.91125,2016-09-05.4142373,be,1.59,15.915,13.427,0.022,16.328,0.333,V
2457638.90535,2016-09-07.4082998,be,1.48,16.034,13.490,0.021,15.412,0.298,V
2457638.90663,2016-09-07.4095846,be,1.48,15.980,13.501,0.022,15.252,0.312,V
2457638.90787,2016-09-07.4108247,be,1.45,16.049,13.501,0.021,15.259,0.293,V
2457639.90193,2016-09-08.4048561,be,1.47,15.960,13.499,0.023,15.295,0.318,V
2457639.90322,2016-09-08.4061445,be,1.46,16.037,13.514,0.021,15.076,0.297,V
2457639.90450,2016-09-08.4074336,be,1.48,16.015,13.473,0.021,15.656,0.304,V
2457641.89477,2016-09-10.3976549,be,1.49,16.141,13.496,0.019,15.331,0.270,V
2457641.89607,2016-09-10.3989548,be,1.52,16.066,13.485,0.020,15.480,0.289,V
2457641.89736,2016-09-10.4002396,be,1.59,16.138,13.494,0.019,15.357,0.271,V
2457650.88239,2016-09-19.3850122,be,1.51,15.812,13.507,0.026,15.173,0.365,V
2457650.88368,2016-09-19.3863097,be,1.55,15.839,13.460,0.024,15.845,0.356,V
2457650.88497,2016-09-19.3875965,be,1.49,15.825,13.453,0.025,15.937,0.361,V
2457654.88475,2016-09-23.3872363,be,1.49,16.100,13.482,0.020,15.521,0.282,V
2457654.88604,2016-09-23.3885260,be,1.48,16.000,13.469,0.021,15.710,0.308,V
2457654.88733,2016-09-23.3898265,be,1.53,16.028,13.453,0.020,15.945,0.299,V
2457657.86587,2016-09-26.3682520,be,1.47,16.101,13.476,0.019,15.607,0.280,V
2457657.86716,2016-09-26.3695405,be,1.49,16.126,13.475,0.019,15.618,0.274,V
2457657.86845,2016-09-26.3708304,be,1.50,16.129,13.498,0.019,15.300,0.274,V
2457659.86680,2016-09-28.3691118,be,1.45,16.096,13.435,0.019,16.214,0.282,V
2457659.86810,2016-09-28.3704115,be,1.42,16.079,13.453,0.019,15.955,0.286,V
2457659.86939,2016-09-28.3716975,be,1.46,16.113,13.505,0.020,15.212,0.279,V
2457663.85030,2016-10-02.3524513,be,1.68,16.086,13.489,0.020,15.428,0.285,V
2457663.85159,2016-10-02.3537357,be,1.70,16.107,13.444,0.019,16.082,0.279,V
2457663.85288,2016-10-02.3550282,be,1.67,16.089,13.479,0.020,15.583,0.284,V
2457667.84071,2016-10-06.3426951,be,1.42,16.087,13.477,0.020,15.595,0.285,V
2457667.84202,2016-10-06.3439983,be,1.47,16.120,13.500,0.020,15.270,0.275,V
2457667.84332,2016-10-06.3452996,be,1.52,16.070,13.473,0.020,15.646,0.288,V
2457669.83396,2016-10-08.3358517,be,1.60,16.089,13.459,0.019,15.866,0.283,V
2457669.83526,2016-10-08.3371489,be,1.65,16.058,13.453,0.020,15.946,0.292,V
2457669.83656,2016-10-08.3384542,be,1.56,16.101,13.479,0.019,15.580,0.281,V
2457671.82873,2016-10-10.3305371,be,1.60,16.126,13.494,0.019,15.359,0.274,V
2457674.83674,2016-10-13.3384069,be,1.62,15.985,13.462,0.021,15.806,0.312,V
2457674.83803,2016-10-13.3396934,be,1.63,16.072,13.505,0.021,15.198,0.288,V
2457674.83932,2016-10-13.3409803,be,1.71,16.060,13.515,0.021,15.060,0.292,V
2457682.80761,2016-10-21.3088782,be,1.43,15.012,13.384,0.049,16.994,0.762,V
2457682.80890,2016-10-21.3101744,be,1.46,15.576,13.463,0.031,15.795,0.454,V
2457682.81018,2016-10-21.3114523,be,1.54,15.793,13.514,0.027,15.086,0.371,V
2457686.86775,2016-10-25.3688109,be,1.47,16.087,13.487,0.020,15.454,0.284,V
2457686.86904,2016-10-25.3701002,be,1.57,16.095,13.457,0.019,15.900,0.282,V
2457686.87034,2016-10-25.3713986,be,1.48,16.030,13.511,0.021,15.127,0.299,V
2457687.78869,2016-10-26.2897002,be,1.69,16.147,13.467,0.018,15.745,0.269,V
2457687.78998,2016-10-26.2909937,be,1.80,16.119,13.472,0.019,15.663,0.276,V
2457687.79128,2016-10-26.2922966,be,1.66,16.062,13.462,0.020,15.804,0.290,V
2457690.77497,2016-10-29.2758285,be,1.65,16.088,13.462,0.019,15.825,0.283,V
2457690.77626,2016-10-29.2771160,be,1.60,16.080,13.465,0.020,15.767,0.286,V
2457690.77755,2016-10-29.2784042,be,1.66,16.100,13.442,0.019,16.121,0.281,V
2457693.76928,2016-11-01.269975,be,1.50,16.063,13.504,0.021,15.217,0.291,V
2457693.77058,2016-11-01.2712688,be,1.40,16.108,13.505,0.020,15.193,0.279,V
2457693.77186,2016-11-01.2725619,be,1.47,16.104,13.478,0.019,15.576,0.279,V
2457696.77124,2016-11-04.2717672,be,1.52,16.101,13.486,0.020,15.469,0.281,V
2457696.77253,2016-11-04.2730616,be,1.58,16.023,13.481,0.021,15.546,0.301,V
2457696.77382,2016-11-04.2743476,be,1.51,16.071,13.458,0.020,15.876,0.288,V
2457699.75181,2016-11-07.2521733,be,1.66,16.101,13.448,0.019,16.032,0.280,V
2457699.75309,2016-11-07.2534618,be,1.60,16.046,13.476,0.020,15.603,0.295,V
2457699.75440,2016-11-07.2547635,be,1.61,16.033,13.462,0.020,15.812,0.298,V
2457700.80797,2016-11-08.3082747,be,2.03,16.097,13.512,0.020,15.111,0.281,V
2457700.80925,2016-11-08.3095587,be,2.03,16.094,13.487,0.020,15.468,0.282,V
2457700.81054,2016-11-08.3108484,be,2.03,16.093,13.464,0.019,15.782,0.282,V
2457704.81088,2016-11-12.3109651,be,1.78,15.873,13.529,0.025,14.864,0.345,V
2457704.81217,2016-11-12.3122607,be,1.79,15.894,13.497,0.024,15.309,0.339,V
2457704.81347,2016-11-12.3135530,be,1.82,15.909,13.466,0.023,15.759,0.334,V
2457710.85486,2016-11-18.3546118,be,1.45,15.938,13.513,0.023,15.079,0.326,V
2457710.85615,2016-11-18.3558993,be,1.46,15.884,13.461,0.023,15.826,0.342,V
2457710.85742,2016-11-18.3571792,be,1.41,15.857,13.503,0.025,15.240,0.351,V
2457713.77591,2016-11-21.2754996,be,1.56,16.082,13.513,0.020,15.099,0.285,V
2457713.77718,2016-11-21.2767776,be,1.56,16.060,13.487,0.020,15.456,0.292,V
2457713.77843,2016-11-21.2780262,be,1.62,16.085,13.479,0.020,15.573,0.284,V
2457716.77809,2016-11-24.2775187,be,1.70,16.135,13.457,0.018,15.892,0.273,V
2457716.77940,2016-11-24.2788309,be,1.61,16.130,13.497,0.019,15.325,0.273,V
2457716.78069,2016-11-24.2801182,be,1.69,16.122,13.487,0.019,15.458,0.275,V
2457720.69763,2016-11-28.1968451,be,1.53,16.126,13.446,0.018,16.052,0.274,V
2457720.69891,2016-11-28.1981328,be,1.51,16.098,13.501,0.020,15.258,0.281,V
2457720.70021,2016-11-28.1994237,be,1.51,16.046,13.474,0.020,15.649,0.295,V
2457721.79752,2016-11-29.2966740,be,1.47,16.191,13.471,0.018,15.685,0.260,V
2457721.79880,2016-11-29.2979575,be,1.53,16.085,13.437,0.019,16.184,0.284,V
2457721.80008,2016-11-29.2992375,be,1.51,16.103,13.458,0.019,15.880,0.280,V
2457725.70903,2016-12-03.2079818,be,1.66,16.094,13.481,0.020,15.531,0.281,V
2457725.71033,2016-12-03.2092842,be,1.60,16.075,13.474,0.020,15.642,0.287,V
2457725.71162,2016-12-03.2105731,be,1.64,16.121,13.504,0.020,15.213,0.276,V
2457728.74480,2016-12-06.2435917,be,1.51,16.136,13.479,0.019,15.572,0.271,V
2457728.74608,2016-12-06.2448776,be,1.56,16.097,13.472,0.019,15.673,0.282,V
2457728.74738,2016-12-06.2461697,be,1.54,16.146,13.484,0.019,15.497,0.269,V
2457732.77476,2016-12-10.2733469,be,1.58,16.086,13.475,0.020,15.622,0.284,V
2457732.77605,2016-12-10.2746436,be,1.59,16.062,13.482,0.020,15.527,0.291,V
2457732.77736,2016-12-10.2759482,be,1.59,16.103,13.480,0.019,15.556,0.280,V
2457738.76613,2016-12-16.2644304,be,1.55,15.903,13.495,0.024,15.348,0.337,V
2457738.76741,2016-12-16.2657144,be,1.56,15.834,13.494,0.025,15.352,0.358,V
2457738.76870,2016-12-16.2669994,be,1.50,15.779,13.466,0.026,15.755,0.376,V
2457740.64340,2016-12-18.1416171,be,1.54,16.004,13.541,0.023,14.710,0.306,V
2457740.64468,2016-12-18.1428928,be,1.59,16.032,13.474,0.021,15.634,0.299,V
2457740.64596,2016-12-18.1441840,be,1.61,16.053,13.453,0.020,15.944,0.293,V
2457743.80618,2016-12-21.3042526,be,1.54,16.127,13.480,0.019,15.559,0.274,V
2457743.80748,2016-12-21.3055539,be,1.50,16.079,13.484,0.020,15.499,0.287,V
2457743.80877,2016-12-21.3068460,be,1.52,16.083,13.480,0.020,15.554,0.285,V
2457746.76175,2016-12-24.2596984,be,1.52,16.110,13.479,0.019,15.573,0.278,V
2457746.76304,2016-12-24.2609910,be,1.57,16.137,13.474,0.019,15.641,0.271,V
2457746.76434,2016-12-24.2622902,be,1.51,16.114,13.481,0.019,15.546,0.276,V
2457749.73271,2016-12-27.2305328,be,1.64,16.150,13.518,0.019,15.020,0.269,V
2457749.73399,2016-12-27.2318189,be,1.70,16.161,13.479,0.018,15.574,0.266,V
2457749.73528,2016-12-27.2331093,be,1.65,16.071,13.475,0.020,15.626,0.288,V
2457752.63572,2016-12-30.1334290,be,1.59,16.126,13.507,0.020,15.169,0.273,V
2457752.63702,2016-12-30.1347306,be,1.52,16.116,13.497,0.020,15.312,0.276,V
2457752.63830,2016-12-30.1360163,be,1.50,16.101,13.510,0.020,15.129,0.280,V
2457754.80535,2017-01-01.3029870,be,1.50,16.121,13.488,0.019,15.438,0.276,V
2457754.80664,2017-01-01.3042748,be,1.51,16.146,13.510,0.019,15.139,0.269,V
2457754.80793,2017-01-01.3055622,be,1.47,16.134,13.476,0.019,15.613,0.273,V
2457757.74977,2017-01-04.2472976,be,1.48,16.135,13.494,0.019,15.361,0.271,V
2457757.75106,2017-01-04.2485878,be,1.47,16.113,13.479,0.019,15.562,0.278,V
2457757.75235,2017-01-04.2498723,be,1.52,16.144,13.502,0.019,15.234,0.269,V
2457760.68083,2017-01-07.1782627,be,1.64,16.036,13.502,0.021,15.249,0.298,V
2457760.68212,2017-01-07.1795480,be,1.69,15.973,13.491,0.022,15.394,0.315,V
2457760.68340,2017-01-07.1808281,be,1.72,16.015,13.469,0.021,15.719,0.303,V
2457761.82535,2017-01-08.3227450,be,1.50,16.121,13.484,0.019,15.497,0.275,V
2457761.82663,2017-01-08.3240224,be,1.45,16.140,13.500,0.019,15.270,0.271,V
2457761.82793,2017-01-08.3253221,be,1.49,16.125,13.475,0.019,15.627,0.275,V
2457762.58514,2017-01-09.0825121,be,1.50,15.878,13.521,0.025,14.989,0.344,V
2457762.58643,2017-01-09.0838005,be,1.50,15.787,13.490,0.026,15.422,0.373,V
2457762.58772,2017-01-09.0850881,be,1.49,15.860,13.511,0.025,15.117,0.350,V
2457764.57348,2017-01-11.0707976,be,1.47,15.726,13.500,0.028,15.274,0.395,V
2457764.57478,2017-01-11.0720968,be,1.48,15.719,13.504,0.028,15.220,0.398,V
2457764.57606,2017-01-11.0733730,be,1.51,15.633,13.484,0.030,15.501,0.430,V
2457766.75989,2017-01-13.2571435,be,1.56,15.655,13.554,0.032,14.535,0.421,V
2457766.76118,2017-01-13.2584311,be,1.57,15.715,13.471,0.028,15.692,0.400,V
2457766.76247,2017-01-13.2597196,be,1.56,15.713,13.534,0.029,14.801,0.400,V
2457768.79112,2017-01-15.2883209,be,1.61,15.765,13.494,0.027,15.358,0.381,V
2457768.79242,2017-01-15.2896180,be,1.57,15.782,13.505,0.027,15.207,0.376,V
2457768.79366,2017-01-15.2908618,be,1.63,15.842,13.465,0.024,15.772,0.355,V
2457770.73711,2017-01-17.2342666,be,1.67,15.959,13.512,0.023,15.116,0.319,V
2457770.73839,2017-01-17.2355453,be,1.65,15.908,13.495,0.024,15.347,0.335,V
2457770.73968,2017-01-17.2368324,be,1.61,15.903,13.513,0.024,15.094,0.336,V
2457771.67955,2017-01-18.1766805,be,1.53,16.052,13.498,0.021,15.306,0.294,V
2457771.68085,2017-01-18.1779770,be,1.54,16.072,13.491,0.020,15.400,0.289,V
2457771.68216,2017-01-18.1792875,be,1.52,16.112,13.494,0.020,15.355,0.278,V
2457772.58768,2017-01-19.0847872,be,1.47,16.073,13.490,0.020,15.409,0.288,V
2457772.58897,2017-01-19.0860754,be,1.49,16.111,13.462,0.019,15.815,0.278,V
2457772.59025,2017-01-19.0873645,be,1.45,16.053,13.469,0.020,15.720,0.293,V
2457774.59814,2017-01-21.0952122,be,1.42,16.048,13.510,0.021,15.136,0.295,V
2457774.59942,2017-01-21.0964922,be,1.45,16.021,13.488,0.021,15.438,0.301,V
2457774.60073,2017-01-21.0978028,be,1.45,16.083,13.482,0.020,15.526,0.285,V
2457775.66447,2017-01-22.1615156,be,1.54,16.111,13.489,0.019,15.440,0.278,V
2457775.66579,2017-01-22.1628392,be,1.60,16.101,13.491,0.020,15.395,0.280,V
2457775.66708,2017-01-22.1641253,be,1.54,16.106,13.485,0.019,15.472,0.278,V
2457778.70493,2017-01-25.2019269,be,1.49,16.109,13.517,0.020,15.036,0.280,V
2457778.70621,2017-01-25.2032070,be,1.48,16.033,13.449,0.020,16.014,0.299,V
2457778.70750,2017-01-25.2044943,be,1.47,16.063,13.499,0.021,15.290,0.290,V
2457780.62595,2017-01-27.1229168,be,1.39,16.028,13.486,0.021,15.466,0.301,V
2457780.62726,2017-01-27.1242260,be,1.47,16.038,13.481,0.021,15.537,0.298,V
2457780.62856,2017-01-27.1255243,be,1.40,16.028,13.518,0.022,15.018,0.300,V
2457781.65354,2017-01-28.1504914,be,1.45,16.081,13.479,0.020,15.570,0.285,V
2457781.65486,2017-01-28.1518065,be,1.49,16.080,13.458,0.019,15.875,0.287,V
2457781.65615,2017-01-28.1531031,be,1.45,16.068,13.445,0.019,16.063,0.289,V
2457783.60851,2017-01-30.1054321,be,1.44,16.085,13.525,0.021,14.926,0.284,V
2457783.60982,2017-01-30.1067454,be,1.48,16.064,13.495,0.020,15.337,0.290,V
2457783.61113,2017-01-30.1080579,be,1.51,16.151,13.509,0.019,15.157,0.268,V
2457785.63394,2017-02-01.1308480,be,1.56,16.122,13.477,0.019,15.611,0.275,V
2457785.63524,2017-02-01.1321497,be,1.57,16.086,13.485,0.020,15.482,0.284,V
2457785.63656,2017-02-01.1334612,be,1.61,16.105,13.460,0.019,15.845,0.280,V
2457787.71507,2017-02-03.2119576,be,1.73,16.062,13.533,0.021,14.821,0.290,V
2457787.71638,2017-02-03.2132692,be,1.67,16.071,13.524,0.021,14.946,0.288,V
2457787.71768,2017-02-03.2145663,be,1.72,16.052,13.511,0.021,15.113,0.294,V
2457791.64007,2017-02-07.1369372,be,1.54,15.973,13.520,0.023,14.997,0.315,V
2457791.64139,2017-02-07.1382594,be,1.50,15.909,13.494,0.024,15.363,0.334,V
2457791.64271,2017-02-07.1395710,be,1.51,15.916,13.532,0.024,14.832,0.332,V
2457794.82790,2017-02-10.3247600,be,1.59,15.518,13.380,0.031,17.042,0.479,V
2457794.82922,2017-02-10.3260759,be,1.63,15.599,13.519,0.032,15.004,0.444,V
2457794.83054,2017-02-10.3273956,be,1.63,15.484,13.491,0.035,15.398,0.493,V
2457796.65809,2017-02-12.1549465,be,1.50,15.729,13.504,0.028,15.227,0.395,V
2457797.71294,2017-02-13.2097975,be,1.54,15.743,13.510,0.028,15.138,0.389,V
2457797.71425,2017-02-13.2111082,be,1.44,15.825,13.511,0.026,15.122,0.362,V
2457797.71556,2017-02-13.2124178,be,1.45,15.820,13.492,0.026,15.393,0.363,V
2457799.75725,2017-02-15.2541157,be,1.48,15.881,13.437,0.023,16.177,0.343,V
2457799.75858,2017-02-15.2554407,be,1.49,15.849,13.523,0.026,14.959,0.352,V
2457799.75987,2017-02-15.2567402,be,1.44,15.876,13.469,0.024,15.713,0.345,V
2457800.66500,2017-02-16.1618689,be,1.49,16.019,13.540,0.022,14.715,0.303,V
2457800.66630,2017-02-16.1631656,be,1.51,16.004,13.471,0.021,15.693,0.307,V
2457800.66760,2017-02-16.1644655,be,1.51,16.006,13.490,0.021,15.413,0.306,V
2457801.58148,2017-02-17.0783517,be,1.61,16.082,13.517,0.021,15.036,0.284,V
2457801.58278,2017-02-17.0796557,be,1.58,16.072,13.481,0.020,15.545,0.287,V
2457801.58409,2017-02-17.0809611,be,1.57,16.105,13.489,0.020,15.429,0.279,V
2457803.55602,2017-02-19.0529112,be,1.50,16.102,13.481,0.019,15.538,0.281,V
2457803.55734,2017-02-19.0542232,be,1.48,16.098,13.470,0.019,15.697,0.281,V
2457803.55865,2017-02-19.0555322,be,1.44,16.131,13.484,0.019,15.493,0.274,V
2457805.65327,2017-02-21.1501799,be,1.48,16.127,13.470,0.019,15.699,0.274,V
