###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
59253.427081  13.915  0.004  9865   34 c  0 664.25 123.84754 -38.98983  1358.38  9270.39 3.57 2.94 -25.8 -0.382 19.24 21.35 02a59253o0191c
59253.441305  13.928  0.004  9742   35 c  0 710.78 123.84754 -38.98983  1381.19  9157.84 3.44 2.80 -19.0 -0.384 19.25 21.32 02a59253o0222c
59255.439052  13.942  0.003  9620   32 c  0 1202.11 123.84754 -38.98983  8258.15  7002.84 3.09 2.96  64.0 -0.340 19.39 21.56 01a59255o0486c
59255.443198  13.929  0.003  9736   32 c  0 1155.04 123.84754 -38.98983  8278.26  7041.43 3.20 2.98  81.9 -0.336 19.33 21.56 01a59255o0495c
59255.450134  13.894  0.003 10052   32 c  0 1085.09 123.84754 -38.98983  8219.21  6961.41 3.46 3.20  78.4 -0.332 19.25 21.58 01a59255o0510c
59255.485598  13.911  0.003  9898   34 c  0 1107.26 123.84754 -38.98983  8196.85  7082.18 3.37 2.91  90.0 -0.351 19.25 21.55 01a59255o0586c
59257.381491  13.933  0.003  9700   33 c  0 2330.65 123.84754 -38.98983  1315.50  9230.89 2.64 2.55   0.9 -0.422 19.46 21.39 02a59257o0381c
59257.384692  13.945  0.003  9596   33 c  0 2956.63 123.84754 -38.98983  1296.07  9191.98 2.63 2.57  -3.9 -0.425 19.44 21.39 02a59257o0388c
59257.390182  13.921  0.004  9811   34 c  0 2453.05 123.84754 -38.98983  1356.57  9271.73 2.60 2.50  29.5 -0.442 19.40 21.40 02a59257o0400c
59257.425437  13.893  0.003 10064   35 c  0 1572.39 123.84754 -38.98983  1379.37  9149.66 2.67 2.54  42.2 -0.427 19.43 21.42 02a59257o0476c
59259.388560  13.910  0.003  9904   31 c  0 2130.94 123.84754 -38.98983  7161.27  1377.55 2.85 2.70 -52.2 -0.355 19.42 21.42 01a59259o0210c
59259.395004  14.017  0.003  8975   30 c  0 5131.80 123.84754 -38.98983  7181.30  1414.94 2.44 2.35 -47.8 -0.379 19.59 21.45 01a59259o0224c
59259.398236  13.978  0.003  9308   30 c  0 3822.30 123.84754 -38.98983  7120.95  1336.05 2.54 2.41 -33.4 -0.362 19.59 21.45 01a59259o0231c
59259.408423  13.920  0.003  9822   31 c  0 2153.83 123.84754 -38.98983  7102.06  1451.62 2.91 2.73 -56.3 -0.350 19.43 21.48 01a59259o0253c
59263.363499  13.784  0.014 11124  156 o  0  98.77 123.84754 -38.98983  7160.25  1379.20 2.27 1.98 -86.9 -0.427 16.62 17.37 01a59263o0250o
59263.366306  13.694  0.051 12088  615 o  0   4.31 123.84754 -38.98983  7180.04  1418.06 2.26 1.97 -79.5 -0.416 15.16 15.91 01a59263o0256o
59263.371888  13.678  0.028 12274  340 o  0  14.21 123.84754 -38.98983  7119.81  1338.65 2.25 1.99 -83.8 -0.429 15.36 16.24 01a59263o0268o
59263.383054  -1.256  7.071 -1141866356 8074626378 o  0   1.37 123.84754 -38.98983  7145.16  1501.80 2.27 2.06 -54.1 -0.396 -2.73 -1.55 01a59263o0292o
59265.433297  13.514  0.209 14275 2984 o  0   1.51 123.84754 -38.98983  4235.28  3469.64 3.03 2.54  43.0 -0.397 14.68 15.43 02a59265o0264o
59265.436518  13.516  0.009 14244  122 o  0  36.39 123.84754 -38.98983  4213.57  3437.60 3.02 2.52  43.0 -0.396 17.56 18.59 02a59265o0271o
59265.442011  13.273  0.632 17818 11265 o  0   0.86 123.84754 -38.98983  4271.38  3514.31 3.02 2.53  44.4 -0.408 12.31 13.13 02a59265o0283o
59267.360141  13.964  0.004  9424   35 o  0 5950.76 123.84754 -38.98983  6901.72  5447.42 2.09 1.88 -72.8 -0.404 19.10 19.75 01a59267o0310o
59267.363370  13.887  0.004 10120   36 o  0 4187.85 123.84754 -38.98983  6921.52  5485.60 2.22 1.93 -78.3 -0.404 19.09 19.75 01a59267o0317o
59267.369838  13.772  0.004 11255   40 o  0 2152.64 123.84754 -38.98983  6863.62  5406.81 2.31 2.07 -75.4 -0.400 19.07 19.76 01a59267o0331o
59267.379978  13.865  0.003 10323   36 o  0 3957.59 123.84754 -38.98983  6846.60  5521.58 2.22 2.05 -71.9 -0.395 19.07 19.75 01a59267o0353o
59271.376180  13.777  0.004 11195   43 o  0 1167.63 123.84754 -38.98983  6902.93  5444.62 2.34 2.18 -66.2 -0.391 18.52 18.69 01a59271o0210o
59271.379404  13.679  0.004 12261   48 o  0 460.84 123.84754 -38.98983  6922.93  5482.47 2.61 2.47 -45.3 -0.362 18.39 18.67 01a59271o0217o
59271.385396  13.721  0.004 11788   45 o  0 691.34 123.84754 -38.98983  6863.66  5405.55 2.58 2.57  74.5 -0.365 18.38 18.68 01a59271o0230o
59271.395524  13.747  0.004 11517   44 o  0 898.33 123.84754 -38.98983  6847.63  5518.54 2.57 2.51 -33.8 -0.395 18.36 18.63 01a59271o0252o
59277.332644  14.169  0.004  7803   30 c  0 4876.68 123.84754 -38.98983   261.95  3064.79 2.52 2.46 -73.8 -0.384 19.41 21.23 02a59277o0262c
59277.335854  14.114  0.004  8210   32 c  0 2550.55 123.84754 -38.98983   239.11  3023.42 2.56 2.50 -68.7 -0.391 19.41 21.22 02a59277o0269c
59277.343254  14.136  0.004  8044   30 c  0 4350.33 123.84754 -38.98983   300.31  3101.72 2.62 2.53 -71.0 -0.378 19.39 21.23 02a59277o0285c
59277.357024  14.136  0.004  8044   30 c  0 5207.60 123.84754 -38.98983   322.60  2987.01 2.57 2.51 -89.0 -0.385 19.38 21.26 02a59277o0315c
59289.368200  14.062  0.004  8613   31 c  0 4960.78 123.84754 -38.98983  7006.61   757.71 2.57 2.17 -63.8 -0.411 19.54 21.41 02a59289o0197c
59289.371422  14.076  0.004  8500   31 c  0 5095.51 123.84754 -38.98983  6987.45   722.30 2.46 2.16 -76.3 -0.404 19.53 21.41 02a59289o0204c
59289.377421  14.055  0.004  8666   31 c  0 5851.64 123.84754 -38.98983  7044.12   801.19 2.47 2.17 -74.6 -0.406 19.46 21.39 02a59289o0217c
59289.405313  14.036  0.004  8819   33 c  0 3030.20 123.84754 -38.98983  7063.32   680.26 2.50 2.13 -66.1 -0.409 19.43 21.28 02a59289o0277c
59291.374854  13.811  0.003 10854   36 o  0 5413.68 123.84754 -38.98983  9249.80  9555.72 2.62 2.38 -90.0 -0.381 19.25 20.54 01a59291o0067o
59291.378082  13.700  0.003 12026   38 o  0 5081.67 123.84754 -38.98983  9269.83  9594.95 2.32 2.07 -87.4 -0.394 19.38 20.55 01a59291o0074o
59291.397801  13.667  0.003 12398   39 o  0 3706.87 123.84754 -38.98983  9213.40  9519.38 2.50 2.16  86.7 -0.392 19.24 20.46 01a59291o0116o
59291.403358  13.743  0.003 11558   39 o  0 3623.50 123.84754 -38.98983  9195.47  9636.41 2.61 2.17  83.6 -0.387 19.16 20.43 01a59291o0128o
59295.317149  13.772  0.004 11256   40 o  0 1981.48 123.84754 -38.98983  9242.14  9559.65 2.82 2.23 -81.0 -0.370 18.96 19.75 01a59295o0206o
59295.320376  13.712  0.003 11887   40 o  0 1895.01 123.84754 -38.98983  9261.59  9598.72 2.80 2.39 -79.6 -0.362 18.91 19.73 01a59295o0213o
59295.325900  13.731  0.004 11685   41 o  0 2172.31 123.84754 -38.98983  9204.46  9518.16 2.50 2.22 -87.1 -0.384 18.95 19.73 01a59295o0225o
59295.336949  13.667  0.003 12393   43 o  0 1232.86 123.84754 -38.98983  9186.82  9633.38 2.76 2.49 -74.4 -0.371 18.83 19.69 01a59295o0249o
59299.314466  13.698  0.011 12045  131 o  0  87.08 123.84754 -38.98983  7361.57  9619.80 2.06 1.99 -70.6 -0.385 17.31 17.16 01a59299o0110o
59299.318156  13.741  0.007 11574   80 o  0 266.35 123.84754 -38.98983  7379.18  9658.72 2.15 2.07 -66.7 -0.384 17.54 17.73 01a59299o0118o
59299.323696  13.749  0.006 11496   69 o  0 430.11 123.84754 -38.98983  7323.69  9579.77 2.14 1.97 -81.3 -0.383 17.72 17.91 01a59299o0130o
59299.334341  13.638  0.040 12730  504 o  0   4.24 123.84754 -38.98983  7305.27  9695.69 2.29 2.18  79.3 -0.359 16.04 16.53 01a59299o0153o
59305.290087  13.604  0.003 13138   42 o  0 2790.37 123.84754 -38.98983  9404.26  9364.47 2.45 2.26  50.5 -0.427 19.15 20.13 02a59305o0154o
59305.295585  13.621  0.003 12929   43 o  0 2072.98 123.84754 -38.98983  9384.35  9323.85 2.44 2.31  72.8 -0.423 19.17 20.14 02a59305o0166o
59305.299277  13.631  0.003 12813   42 o  0 2818.53 123.84754 -38.98983  9445.66  9401.42 2.40 2.23  57.1 -0.426 19.16 20.15 02a59305o0174o
59305.309800  13.635  0.003 12766   42 o  0 2786.00 123.84754 -38.98983  9466.71  9286.14 2.40 2.23  64.2 -0.425 19.17 20.18 02a59305o0197o
59307.283983  14.012  0.003  9018   31 c  0 4076.36 123.84754 -38.98983  5165.68  1478.27 2.35 2.20   4.0 -0.382 19.57 20.98 01a59307o0123c
59307.287216  13.999  0.003  9128   31 c  0 4556.91 123.84754 -38.98983  5185.76  1516.67 2.39 2.29  35.8 -0.382 19.48 20.96 01a59307o0130c
59307.292756  13.991  0.003  9192   31 c  0 3966.25 123.84754 -38.98983  5125.87  1439.22 2.34 2.20   6.7 -0.381 19.58 21.02 01a59307o0142c
59307.303382  14.022  0.003  8938   30 c  0 5450.18 123.84754 -38.98983  5107.16  1555.60 2.38 2.36  51.1 -0.382 19.51 21.03 01a59307o0165c
59311.271446  14.006  0.004  9072   34 c  0 4782.25 123.84754 -38.98983  5165.41  1478.73 2.34 2.26  26.2 -0.384 19.38 20.96 01a59311o0117c
59311.274678  14.028  0.004  8890   36 c  0 2979.30 123.84754 -38.98983  5185.92  1517.19 2.27 2.20  27.3 -0.388 19.33 20.89 01a59311o0124c
59311.282060  14.003  0.004  9092   34 c  0 4967.63 123.84754 -38.98983  5125.26  1439.17 2.36 2.28   7.0 -0.381 19.43 21.03 01a59311o0140c
59311.292687  14.039  0.004  8801   32 c  0 6995.01 123.84754 -38.98983  5106.87  1555.02 2.27 2.14   7.2 -0.388 19.53 21.11 01a59311o0163c
59315.286865  14.092  0.003  8381   29 c  0 8214.79 123.84754 -38.98983  2519.49  7331.80 2.17 1.96 -69.4 -0.404 19.76 21.26 01a59315o0148c
59315.290092  14.124  0.003  8138   28 c  0 10589.24 123.84754 -38.98983  2538.85  7369.68 2.26 2.02 -74.6 -0.407 19.71 21.26 01a59315o0155c
59315.295637  14.114  0.004  8210   29 c  0 8324.88 123.84754 -38.98983  2481.74  7293.22 2.20 2.02 -70.3 -0.405 19.75 21.28 01a59315o0167c
59315.306695  14.023  0.003  8930   30 c  0 4611.13 123.84754 -38.98983  2463.08  7407.59 2.34 2.15 -75.8 -0.399 19.66 21.24 01a59315o0191c
59319.275795  14.085  0.004  8432   30 c  0 3188.05 123.84754 -38.98983  2518.42  7330.68 2.57 2.28 -77.6 -0.379 19.55 21.12 01a59319o0123c
59319.279021  14.159  0.004  7881   29 c  0 5635.53 123.84754 -38.98983  2538.25  7369.03 2.36 2.10 -67.8 -0.396 19.62 21.13 01a59319o0130c
59319.285489  14.150  0.004  7944   29 c  0 5126.86 123.84754 -38.98983  2480.66  7291.95 2.49 2.21 -75.9 -0.404 19.64 21.12 01a59319o0144c
59319.295671  14.060  0.004  8627   30 c  0 3074.02 123.84754 -38.98983  2462.71  7407.14 2.60 2.30 -73.2 -0.393 19.60 21.15 01a59319o0166c
59321.261582  13.869  0.004 10285   40 o  0 3871.58 123.84754 -38.98983  9013.51  1109.44 2.28 1.75 -59.5 -0.496 19.14 20.04 02a59321o0083o
59321.264782  13.953  0.004  9523   38 o  0 5304.65 123.84754 -38.98983  8994.78  1070.73 2.13 1.70 -63.6 -0.504 19.19 20.07 02a59321o0090o
59321.270268  13.959  0.004  9472   38 o  0 4811.81 123.84754 -38.98983  9051.78  1150.23 2.14 1.72 -61.3 -0.497 19.16 20.04 02a59321o0102o
59321.282178  13.887  0.004 10119   40 o  0 3838.61 123.84754 -38.98983  9072.70  1032.21 2.36 1.79 -59.8 -0.488 19.09 20.00 02a59321o0128o
59323.251797  13.863  0.003 10342   35 o  0 8492.05 123.84754 -38.98983  7324.53  3318.86 2.06 1.90  15.6 -0.390 19.30 19.92 01a59323o0066o
59323.255566  13.892  0.003 10072   34 o  0 8629.22 123.84754 -38.98983  7346.01  3357.94 2.12 1.97  11.7 -0.400 19.21 19.95 01a59323o0074o
59323.261100  13.691  0.003 12120   37 o  0 5303.29 123.84754 -38.98983  7286.20  3280.18 2.17 1.96   7.4 -0.388 19.23 19.95 01a59323o0086o
59323.274023  13.839  0.003 10577   35 o  0 7199.03 123.84754 -38.98983  7268.15  3396.35 2.16 2.07  86.1 -0.396 19.16 19.90 01a59323o0114o
59327.245235  13.802  0.004 10948   40 o  0 3799.06 123.84754 -38.98983  7323.95  3318.52 1.97 1.85  15.5 -0.410 18.93 19.16 01a59327o0034o
59327.248465  13.857  0.004 10401   38 o  0 4204.63 123.84754 -38.98983  7343.88  3356.94 1.90 1.88 -87.6 -0.410 18.92 19.15 01a59327o0041o
59327.254003  13.821  0.004 10751   43 o  0 2382.98 123.84754 -38.98983  7284.64  3278.85 1.90 1.88 -31.2 -0.400 18.72 18.96 01a59327o0053o
59327.265524  13.849  0.004 10484   41 o  0 2723.44 123.84754 -38.98983  7265.19  3394.10 2.02 1.82  86.2 -0.415 18.86 19.07 01a59327o0078o
59331.252513  13.656  0.004 12516   52 o  0 970.97 123.84754 -38.98983   922.83  5352.92 2.19 2.09 -54.2 -0.406 18.36 18.40 01a59331o0035o
59331.256671  13.608  0.004 13086   53 o  0 562.37 123.84754 -38.98983   940.70  5389.88 2.38 2.20  11.8 -0.398 18.33 18.36 01a59331o0044o
59331.263121  13.693  0.004 12100   52 o  0 850.27 123.84754 -38.98983   885.13  5314.67 2.24 2.12  43.2 -0.418 18.29 18.31 01a59331o0058o
59331.273264  13.607  0.006 13103   77 o  0 180.27 123.84754 -38.98983   864.97  5429.26 2.39 2.25 -85.4 -0.401 17.72 18.03 01a59331o0080o
59333.267440  13.851  0.004 10462   40 o  0 4714.97 123.84754 -38.98983  5127.16   864.65 2.02 1.84 -79.9 -0.464 19.00 19.90 02a59333o0088o
59333.271144  13.923  0.004  9792   40 o  0 4568.18 123.84754 -38.98983  5106.79   823.84 2.02 1.83 -77.6 -0.465 19.01 19.90 02a59333o0096o
59333.278060  13.846  0.004 10508   44 o  0 2571.74 123.84754 -38.98983  5164.16   902.20 2.03 1.83 -71.9 -0.466 18.98 19.87 02a59333o0111o
59333.288248  13.873  0.004 10251   40 o  0 6098.39 123.84754 -38.98983  5184.37   784.75 2.02 1.83 -80.6 -0.446 18.88 19.69 02a59333o0133o
59337.238539  14.027  0.006  8895   55 c  0 399.42 123.84754 -38.98983  5129.07   864.20 2.50 2.16 -68.5 -0.425 17.95 19.03 02a59337o0025c
59337.241741  14.039  0.004  8802   39 c  0 1042.12 123.84754 -38.98983  5110.11   825.11 2.48 2.15 -69.6 -0.417 18.90 20.10 02a59337o0032c
59337.249517  13.898  0.011 10015  111 c  0  59.66 123.84754 -38.98983  5165.96   903.64 2.55 2.18 -69.3 -0.421 17.84 19.30 02a59337o0049c
59337.259583  13.948  0.006  9565   57 c  0 248.87 123.84754 -38.98983  5185.92   785.91 2.66 2.14 -60.7 -0.414 19.06 20.77 02a59337o0071c
59491.613170  14.143  0.005  7994   40 o  0 222.61 123.84754 -38.98983  1283.27  1049.17 3.19 3.00 -64.7 -0.534 18.84 20.05 01a59491o0880o
59491.620103  14.129  0.005  8098   41 o  0 156.18 123.84754 -38.98983  1266.40  1013.06 3.27 3.07 -74.4 -0.507 18.83 20.11 01a59491o0895o
59491.637620  14.099  0.005  8325   43 o  0 140.75 123.84754 -38.98983  1322.94  1095.52 3.22 3.01 -69.6 -0.514 18.53 19.53 01a59491o0933o
59491.643146  14.088  0.009  8410   77 o  0  33.67 123.84754 -38.98983  1339.45   979.51 2.90 2.78 -67.4 -0.571 17.89 18.33 01a59491o0945o
59495.610784  14.239  0.009  7321   66 o  0  14.35 123.84754 -38.98983  1288.11  1049.89 3.64 3.58 -82.8 -0.431 18.21 19.51 01a59495o0902o
59495.616776  14.261  0.007  7173   48 o  0  52.50 123.84754 -38.98983  1268.02  1011.90 3.61 3.53 -35.2 -0.439 18.01 19.39 01a59495o0915o
59495.634765  14.237  0.010  7333   71 o  0  14.94 123.84754 -38.98983  1326.86  1094.13 3.66 3.47  -1.8 -0.437 17.58 18.63 01a59495o0953o
59495.640757  14.162  0.035  7858  277 o  0   1.94 123.84754 -38.98983  1342.49   977.74 3.23 3.16 -37.3 -0.480 16.22 16.66 01a59495o0966o
59503.593634  14.147  0.005  7968   38 o  0 241.96 123.84754 -38.98983  3144.94  1003.89 3.15 3.09  25.8 -0.430 18.81 20.10 01a59503o0843o
59503.596859  14.130  0.005  8089   40 o  0 144.22 123.84754 -38.98983  3125.26   965.33 3.18 3.13   7.2 -0.422 18.80 20.13 01a59503o0850o
59503.603772  14.099  0.005  8323   39 o  0 179.94 123.84754 -38.98983  3183.07  1043.15 3.02 3.01  30.3 -0.440 18.89 20.17 01a59503o0865o
59503.625011  14.121  0.004  8159   36 o  0 287.36 123.84754 -38.98983  3200.35   925.11 3.15 3.10 -72.2 -0.436 18.92 20.21 01a59503o0911o
59505.607090  14.317  0.005  6809   37 o  0 1412.08 123.84754 -38.98983  1138.27  1202.62 1.94 1.89  55.0 -0.497 18.74 19.31 02a59505o0912o
59505.610307  14.328  0.006  6740   39 o  0 1100.21 123.84754 -38.98983  1157.96  1240.49 1.97 1.94 -74.4 -0.491 18.78 19.35 02a59505o0919o
59505.628652  14.313  0.005  6839   32 o  0 3619.72 123.84754 -38.98983  1093.70  1158.85 2.15 2.05 -60.4 -0.474 19.08 20.01 02a59505o0959o
59505.638731  14.329  0.005  6738   34 o  0 2450.17 123.84754 -38.98983  1072.61  1274.88 1.94 1.84  44.7 -0.498 18.96 19.70 02a59505o0981o
59511.612542  14.343  0.008  6647   55 o  0  39.81 123.84754 -38.98983  5389.12  9124.32 3.09 2.93  44.2 -0.428 18.15 19.16 01a59511o0922o
59511.625023  14.303  0.010  6896   68 o  0  28.26 123.84754 -38.98983  5372.46  9084.04 2.88 2.78  39.9 -0.458 18.04 18.85 01a59511o0949o
59511.631952  14.286  0.013  7008   93 o  0  11.99 123.84754 -38.98983  5435.09  9159.98 3.14 3.05  47.9 -0.451 17.79 18.39 01a59511o0964o
59511.640714  14.291  0.008  6976   56 o  0  40.14 123.84754 -38.98983  5454.84  9040.65 3.00 2.90  44.5 -0.441 18.23 18.86 01a59511o0983o
59515.606234  13.847  0.004 10504   46 o  0 294.15 123.84754 -38.98983  7995.86  3246.68 2.97 2.95   3.7 -0.422 18.46 19.43 01a59515o0917o
59515.609919  13.840  0.004 10572   45 o  0 282.79 123.84754 -38.98983  7975.78  3207.09 3.05 2.89  21.5 -0.418 18.51 19.45 01a59515o0925o
59515.628816  13.821  0.004 10758   45 o  0 230.56 123.84754 -38.98983  8035.66  3278.33 3.25 3.21  63.1 -0.412 18.46 19.52 01a59515o0966o
59515.640342  13.843  0.005 10538   49 o  0 197.53 123.84754 -38.98983  8053.90  3157.78 2.95 2.92  56.8 -0.439 18.40 19.32 01a59515o0991o
59517.610804  14.118  0.004  8183   36 o  0 5144.66 123.84754 -38.98983  1540.60  9443.44 2.13 1.57 -56.0 -0.529 19.34 20.26 02a59517o0746o
59517.639961  14.087  0.004  8415   37 o  0 3715.07 123.84754 -38.98983  1558.85  9479.81 2.02 1.64 -56.0 -0.521 19.19 20.05 02a59517o0808o
59517.643163  14.081  0.005  8465   39 o  0 2801.25 123.84754 -38.98983  1500.41  9402.41 2.07 1.64 -55.6 -0.531 19.03 19.73 02a59517o0815o
59517.645909  14.046  0.005  8740   40 o  0 2420.46 123.84754 -38.98983  1479.98  9520.45 2.05 1.64 -56.5 -0.554 18.74 19.24 02a59517o0821o
59519.582859  13.926  0.004  9762   38 o  0 361.95 123.84754 -38.98983  7991.78  3247.50 3.21 3.12   7.5 -0.422 18.91 20.39 01a59519o0868o
59519.585628  13.901  0.004  9989   38 o  0 329.12 123.84754 -38.98983  7972.60  3208.84 3.18 3.12  18.4 -0.416 18.92 20.39 01a59519o0874o
59519.592541  13.903  0.004  9977   39 o  0 271.31 123.84754 -38.98983  8032.61  3283.18 3.39 3.28  29.5 -0.410 18.87 20.37 01a59519o0889o
59519.604065  13.921  0.004  9805   37 o  0 409.52 123.84754 -38.98983  8052.66  3163.11 3.10 2.98  25.0 -0.425 18.96 20.38 01a59519o0914o
59523.594339  14.144  0.004  7988   34 o  0 298.45 123.84754 -38.98983  3212.83  7295.11 3.25 3.16  -9.0 -0.385 18.97 20.46 01a59523o0894o
59523.597585  14.077  0.004  8496   34 o  0 199.93 123.84754 -38.98983  3193.11  7256.28 3.49 3.36   1.0 -0.362 18.87 20.45 01a59523o0901o
59523.603472  14.149  0.004  7952   35 o  0 282.08 123.84754 -38.98983  3254.72  7332.40 3.28 3.09  -4.0 -0.392 18.95 20.44 01a59523o0913o
59523.622378  14.119  0.004  8171   33 o  0 431.14 123.84754 -38.98983  3277.54  7214.60 3.06 3.02  -0.2 -0.411 19.00 20.46 01a59523o0954o
59527.576562  14.036  0.004  8825   36 o  0 521.96 123.84754 -38.98983  3206.61  7294.07 3.07 2.83 -47.9 -0.448 18.97 20.33 01a59527o0854o
59527.578866  14.010  0.004  9037   35 o  0 452.39 123.84754 -38.98983  3188.84  7256.12 3.11 3.06  44.6 -0.412 18.91 20.34 01a59527o0859o
59527.581629  14.062  0.004  8615   34 o  0 608.09 123.84754 -38.98983  3247.74  7332.37 3.08 2.97 -46.2 -0.427 18.94 20.34 01a59527o0865o
59527.586696  13.974  0.004  9345   36 o  0 327.94 123.84754 -38.98983  3266.95  7216.00 3.09 3.01 -45.3 -0.420 18.95 20.37 01a59527o0876o
59529.576917  15.071  0.007  3400   22 c  0 391.68 123.84754 -38.98983  5384.89  3396.54 2.52 2.21  35.3 -0.402 19.45 20.96 02a59529o0852c
59529.580118  15.092  0.007  3336   22 c  0 412.10 123.84754 -38.98983  5404.58  3434.73 2.41 2.23  35.4 -0.404 19.45 20.95 02a59529o0859c
59529.583774  15.021  0.006  3563   23 c  0 314.12 123.84754 -38.98983  5345.25  3356.02 2.64 2.35  37.9 -0.400 19.36 20.94 02a59529o0867c
59529.589297  15.046  0.006  3481   22 c  0 343.11 123.84754 -38.98983  5324.97  3471.87 2.70 2.49  39.9 -0.398 19.37 20.95 02a59529o0879c
59531.572400  13.878  0.005 10202   50 o  0  82.30 123.84754 -38.98983  9600.71  5207.30 3.76 3.64  89.0 -0.407 18.46 19.96 01a59531o0806o
59531.574702  13.888  0.004 10107   44 o  0 104.87 123.84754 -38.98983  9580.72  5168.73 3.79 3.68 -60.0 -0.375 18.49 20.08 01a59531o0811o
59531.577927  13.913  0.005  9886   46 o  0 137.39 123.84754 -38.98983  9641.05  5243.23 3.60 3.42 -74.2 -0.398 18.49 19.94 01a59531o0818o
59531.586223  13.850  0.004 10468   42 o  0 109.88 123.84754 -38.98983  9660.82  5124.38 3.92 3.76 -78.3 -0.384 18.65 20.25 01a59531o0836o
59535.560618  13.913  0.021  9881  205 o  0   6.36 123.84754 -38.98983  9605.00  5210.96 3.21 3.08  44.2 -0.415 16.26 16.43 01a59535o0733o
59535.563379  13.942  0.023  9623  219 o  0   4.46 123.84754 -38.98983  9584.54  5172.44 3.09 2.93 -70.6 -0.473 16.45 16.49 01a59535o0739o
59535.570212  13.915  0.017  9866  164 o  0   8.83 123.84754 -38.98983  9648.04  5245.16 3.02 2.92 -70.9 -0.464 16.66 16.71 01a59535o0753o
59535.576221  13.965  0.012  9415  110 o  0  22.00 123.84754 -38.98983  9666.83  5126.65 2.83 2.65 -69.1 -0.498 16.96 17.14 01a59535o0766o
59537.585526  14.213  0.006  7498   48 o  0 366.42 123.84754 -38.98983  5427.70  9692.80 2.14 2.06 -88.5 -0.444 18.49 18.74 02a59537o0880o
59537.589229  14.240  0.006  7314   46 o  0 533.46 123.84754 -38.98983  5446.72  9732.40 2.14 1.94 -66.2 -0.454 18.53 18.75 02a59537o0888o
59537.592450  14.249  0.006  7254   47 o  0 463.99 123.84754 -38.98983  5390.88  9652.11 2.20 1.96 -64.0 -0.457 18.47 18.75 02a59537o0895o
59537.597989  14.164  0.006  7842   50 o  0 301.58 123.84754 -38.98983  5371.34  9768.65 2.25 2.02 -63.7 -0.446 18.51 18.76 02a59537o0907o
59539.565098  14.637  0.008  5072   42 o  0  55.01 123.84754 -38.98983  1679.32  5257.08 3.04 2.85 -52.7 -0.470 18.34 19.10 01a59539o0758o
59539.571924  14.643  0.007  5046   36 o  0  83.43 123.84754 -38.98983  1663.39  5216.20 3.01 2.91 -62.2 -0.451 18.39 19.16 01a59539o0772o
59539.576083  14.557  0.009  5459   48 o  0  35.76 123.84754 -38.98983  1723.28  5294.45 3.11 2.86 -53.2 -0.469 18.44 19.16 01a59539o0781o
59539.586219  14.573  0.008  5381   40 o  0  56.07 123.84754 -38.98983  1742.57  5177.60 3.12 2.97 -49.4 -0.466 18.14 19.06 01a59539o0803o
59541.556314  14.828  0.007  4256   30 o  0 657.01 123.84754 -38.98983  9333.98  3269.74 2.00 1.95  67.4 -0.446 18.83 19.30 02a59541o0824o
59541.559058  14.816  0.007  4300   31 o  0 519.39 123.84754 -38.98983  9355.05  3308.13 2.16 2.04 -74.2 -0.433 18.79 19.32 02a59541o0830o
59541.561801  14.736  0.007  4630   33 o  0 399.79 123.84754 -38.98983  9294.35  3229.63 2.08 1.98  38.6 -0.436 18.82 19.35 02a59541o0836o
59541.567289  14.791  0.007  4400   31 o  0 563.95 123.84754 -38.98983  9274.62  3344.71 2.04 1.96 -71.0 -0.439 18.92 19.39 02a59541o0848o
59543.552457  14.562  0.007  5436   36 o  0  86.81 123.84754 -38.98983  1681.07  5255.12 3.18 2.78 -51.3 -0.459 18.73 19.72 01a59543o0649o
59543.554301  14.564  0.007  5424   36 o  0  76.45 123.84754 -38.98983  1660.95  5215.69 3.17 2.80 -54.0 -0.458 18.73 19.72 01a59543o0653o
59543.560687  14.575  0.007  5368   35 o  0  81.91 123.84754 -38.98983  1723.34  5292.13 3.33 2.92 -51.7 -0.452 18.65 19.71 01a59543o0666o
59543.567631  14.605  0.006  5224   32 o  0 140.62 123.84754 -38.98983  1742.50  5176.10 3.21 2.94 -53.4 -0.445 18.68 19.71 01a59543o0681o
59545.545300  14.352  0.005  6597   32 o  0 1885.32 123.84754 -38.98983  9333.01  3271.51 2.12 2.01 -72.1 -0.432 19.09 19.84 02a59545o0800o
59545.547587  14.311  0.005  6848   35 o  0 1354.08 123.84754 -38.98983  9352.73  3311.01 2.17 2.04 -70.9 -0.431 19.09 19.84 02a59545o0805o
59545.553550  14.487  0.005  5823   30 o  0 2780.82 123.84754 -38.98983  9292.95  3230.58 2.12 1.98 -68.1 -0.433 19.08 19.85 02a59545o0818o
59545.559870  14.317  0.005  6812   32 o  0 2085.34 123.84754 -38.98983  9270.99  3346.63 2.10 2.06  65.8 -0.435 19.05 19.85 02a59545o0831o
59547.536633  14.140  0.006  8015   44 o  0  17.01 123.84754 -38.98983  1399.29  9332.30 5.67 5.07 -52.1 -0.326 18.17 19.93 01a59547o0711o
59547.539858  14.148  0.006  7955   45 o  0  13.25 123.84754 -38.98983  1378.51  9292.90 6.27 5.22 -47.4 -0.227 18.21 19.96 01a59547o0718o
